cell_id,POS,label,language_id
3.sg.1.sg.fut.neg,verb,3SG>1SG.FUT.NEG,ranglong
3.sg.1.sg.nfut.aff,verb,3SG>1SG.NFUT.AFF,ranglong
3.sg.1.sg.nfut.neg,verb,3SG>1SG.NFUT.NEG,ranglong
3.sg.2.pl.fut.aff,verb,3SG>2PL.FUT.AFF,ranglong
3.sg.2.pl.fut.neg,verb,3SG>2PL.FUT.NEG,ranglong
3.sg.2.pl.nfut.aff,verb,3SG>2PL.NFUT.AFF,ranglong
3.sg.2.pl.nfut.neg,verb,3SG>2PL.NFUT.NEG,ranglong
3.sg.2.sg.fut.aff,verb,3SG>2SG.FUT.AFF,ranglong
3.sg.2.sg.fut.neg,verb,3SG>2SG.FUT.NEG,ranglong
3.sg.2.sg.nfut.aff,verb,3SG>2SG.NFUT.AFF,ranglong
3.sg.2.sg.nfut.neg,verb,3SG>2SG.NFUT.NEG,ranglong
3.sg.3.pl.fut.aff,verb,3SG>3PL.FUT.AFF,ranglong
3.sg.3.pl.fut.neg,verb,3SG>3PL.FUT.NEG,ranglong
3.sg.3.pl.nfut.aff,verb,3SG>3PL.NFUT.AFF,ranglong
3.sg.3.pl.nfut.neg,verb,3SG>3PL.NFUT.NEG,ranglong
3.sg.3.sg.fut.aff,verb,3SG>3SG.FUT.AFF,ranglong
3.sg.3.sg.fut.neg,verb,3SG>3SG.FUT.NEG,ranglong
3.sg.3.sg.nfut.aff,verb,3SG>3SG.NFUT.AFF,ranglong
3.sg.3.sg.nfut.neg,verb,3SG>3SG.NFUT.NEG,ranglong
3.sg.fut.aff,verb,3SG.FUT.AFF,ranglong
3.sg.fut.neg,verb,3SG.FUT.NEG,ranglong
3.sg.nfut.aff,verb,3SG.NFUT.AFF,ranglong
3.sg.nfut.neg,verb,3SG.NFUT.NEG,ranglong
